symbol,name,exchange,type,category
MXNHUF=X,MXN/HUF,CCY,currency,Foreign Exchange
CHFHRK=X,CHF/HRK,CCY,currency,Foreign Exchange
JPYDZD=X,JPY/DZD,CCY,currency,Foreign Exchange
CHFBBD=X,CHF/BBD,CCY,currency,Foreign Exchange
SGDARS=X,SGD/ARS,CCY,currency,Foreign Exchange
TWDJOD=X,TWD/JOD,CCY,currency,Foreign Exchange
TTDCHF=X,TTD/CHF,CCY,currency,Foreign Exchange
PGKUSD=X,PGK/USD,CCY,currency,Foreign Exchange
BHDGBP=X,BHD/GBP,CCY,currency,Foreign Exchange
AUDLTL=X,AUD/LTL,CCY,currency,Foreign Exchange
CADGNF=X,CAD/GNF,CCY,currency,Foreign Exchange
MXNDKK=X,MXN/DKK,CCY,currency,Foreign Exchange
DKKJOD=X,DKK/JOD,CCY,currency,Foreign Exchange
SGDMYR=X,SGD/MYR,CCY,currency,Foreign Exchange
AUBEZ.SW,BEZ.KURSE,EBS,currency,Foreign Exchange
RONNOK=X,RON/NOK,CCY,currency,Foreign Exchange
ISKSGD=X,ISK/SGD,CCY,currency,Foreign Exchange
HUFTRY=X,HUF/TRY,CCY,currency,Foreign Exchange
EUR-RON.F,EUR/RON,FRA,currency,Foreign Exchange
TRYISK=X,TRY/ISK,CCY,currency,Foreign Exchange
RSDCHF=X,RSD/CHF,CCY,currency,Foreign Exchange
GBPTND=X,GBP/TND,CCY,currency,Foreign Exchange
AFNCHF=X,AFN/CHF,CCY,currency,Foreign Exchange
BGNCZK=X,BGN/CZK,CCY,currency,Foreign Exchange
CHFBGN=X,CHF/BGN,CCY,currency,Foreign Exchange
EUR-CVE.F,EUR/CVE,FRA,currency,Foreign Exchange
LTLRSD=X,LTL/RSD,CCY,currency,Foreign Exchange
RUBTWD=X,RUB/TWD,CCY,currency,Foreign Exchange
EUR-TWD.F,EUR/TWD,FRA,currency,Foreign Exchange
LKRHKD=X,LKR/HKD,CCY,currency,Foreign Exchange
NZDAUD=X,NZD/AUD,CCY,currency,Foreign Exchange
DKKTHB=X,DKK/THB,CCY,currency,Foreign Exchange
ZARILS=X,ZAR/ILS,CCY,currency,Foreign Exchange
CHFAUD=X,CHF/AUD,CCY,currency,Foreign Exchange
MURXDR=X,MUR/XDR,CCY,currency,Foreign Exchange
CHFNIO=X,CHF/NIO,CCY,currency,Foreign Exchange
EUR-RUB.F,EUR/RUB,FRA,currency,Foreign Exchange
CHFDZD=X,CHF/DZD,CCY,currency,Foreign Exchange
HUFSAR=X,HUF/SAR,CCY,currency,Foreign Exchange
SEKMXN=X,SEK/MXN,CCY,currency,Foreign Exchange
GBPTTD=X,GBP/TTD,CCY,currency,Foreign Exchange
BRLCLP=X,BRL/CLP,CCY,currency,Foreign Exchange
HNLCAD=X,HNL/CAD,CCY,currency,Foreign Exchange
CZKAUD=X,CZK/AUD,CCY,currency,Foreign Exchange
JPYBZD=X,JPY/BZD,CCY,currency,Foreign Exchange
NIOUSD=X,NIO/USD,CCY,currency,Foreign Exchange
INRBGN=X,INR/BGN FIXING,CCY,currency,Foreign Exchange
CADNGN=X,CAD/NGN,CCY,currency,Foreign Exchange
EURBND=X,EUR/BND,CCY,currency,Foreign Exchange
RUBLTL=X,RUB/LTL,CCY,currency,Foreign Exchange
ANGZAR=X,ANG/ZAR,CCY,currency,Foreign Exchange
PENUYU=X,PEN/UYU,CCY,currency,Foreign Exchange
JPYAWG=X,JPY/AWG,CCY,currency,Foreign Exchange
SCRDKK=X,SCR/DKK,CCY,currency,Foreign Exchange
BZDEUR=X,BZD/EUR,CCY,currency,Foreign Exchange
VUVAED=X,VUV/AED,CCY,currency,Foreign Exchange
VUVPEN=X,VUV/PEN,CCY,currency,Foreign Exchange
SGDJPY=X,SGD/JPY,CCY,currency,Foreign Exchange
GBPPYG=X,GBP/PYG,CCY,currency,Foreign Exchange
ILSQAR=X,ILS/QAR,CCY,currency,Foreign Exchange
CZKMAD=X,CZK/MAD,CCY,currency,Foreign Exchange
VEFCAD=X,VEF/CAD,CCY,currency,Foreign Exchange
CHFCNH=X,CHF/CNH,CCY,currency,Foreign Exchange
GBPCUP=X,GBP/CUP,CCY,currency,Foreign Exchange
KESQAR=X,KES/QAR,CCY,currency,Foreign Exchange
RUBISK=X,RUB/ISK,CCY,currency,Foreign Exchange
EURSEKFIX=X,EUR/SEK FIXING,CCY,currency,Foreign Exchange
SARLKR=X,SAR/LKR,CCY,currency,Foreign Exchange
ZMW=X,USD/ZMW,CCY,currency,Foreign Exchange
GBPSHP=X,GBP/SHP,CCY,currency,Foreign Exchange
LTLCHF=X,LTL/CHF,CCY,currency,Foreign Exchange
LVLCHF=X,LVL/CHF,CCY,currency,Foreign Exchange
MXNGBP=X,MXN/GBP,CCY,currency,Foreign Exchange
CHFSAR=X,CHF/SAR,CCY,currency,Foreign Exchange
THBCHF=X,THB/CHF,CCY,currency,Foreign Exchange
CHFILS=X,CHF/ILS,CCY,currency,Foreign Exchange
HRKEUR=X,HRK/EUR,CCY,currency,Foreign Exchange
SARJPY=X,SAR/JPY,CCY,currency,Foreign Exchange
AWG=X,USD/AWG,CCY,currency,Foreign Exchange
KWDTRY=X,KWD/TRY,CCY,currency,Foreign Exchange
DKKANG=X,DKK/ANG,CCY,currency,Foreign Exchange
ILSEGP=X,ILS/EGP,CCY,currency,Foreign Exchange
SARGBP=X,SAR/GBP,CCY,currency,Foreign Exchange
CRC=X,USD/CRC,CCY,currency,Foreign Exchange
MURRUB=X,MUR/RUB,CCY,currency,Foreign Exchange
CHFCOP=X,CHF/COP,CCY,currency,Foreign Exchange
EUR-AOA.F,EUR/AOA,FRA,currency,Foreign Exchange
BOB=X,USD/BOB,CCY,currency,Foreign Exchange
CHFCZK=X,CHF/CZK,CCY,currency,Foreign Exchange
RONHKD=X,RON/HKD,CCY,currency,Foreign Exchange
CNYLTL=X,CNY/LTL,CCY,currency,Foreign Exchange
TRYOMR=X,TRY/OMR,CCY,currency,Foreign Exchange
TRYLKR=X,TRY/LKR,CCY,currency,Foreign Exchange
LVLMXN=X,LVL/MXN,CCY,currency,Foreign Exchange
SAREGP=X,SAR/EGP,CCY,currency,Foreign Exchange
AUDGBP=X,AUD/GBP,CCY,currency,Foreign Exchange
CADSCR=X,CAD/SCR,CCY,currency,Foreign Exchange
MADSEK=X,MAD/SEK,CCY,currency,Foreign Exchange
TRYLVL=X,TRY/LVL,CCY,currency,Foreign Exchange
THBAED=X,THB/AED,CCY,currency,Foreign Exchange
EURSZL=X,EUR/SZL,CCY,currency,Foreign Exchange
SARQAR=X,SAR/QAR,CCY,currency,Foreign Exchange
TNDAUD=X,TND/AUD,CCY,currency,Foreign Exchange
CADAWG=X,CAD/AWG,CCY,currency,Foreign Exchange
CZKBAM=X,CZK/BAM,CCY,currency,Foreign Exchange
SGDBOB=X,SGD/BOB,CCY,currency,Foreign Exchange
EGPEUR=X,EGP/EUR,CCY,currency,Foreign Exchange
ISKJOD=X,ISK/JOD,CCY,currency,Foreign Exchange
RSDDKK=X,RSD/DKK,CCY,currency,Foreign Exchange
PLNVEF=X,PLN/VEF,CCY,currency,Foreign Exchange
MZNCHF=X,MZN/CHF,CCY,currency,Foreign Exchange
JMDEUR=X,JMD/EUR,CCY,currency,Foreign Exchange
SARTRY=X,SAR/TRY,CCY,currency,Foreign Exchange
TNDLTL=X,TND/LTL,CCY,currency,Foreign Exchange
CHFSCR=X,CHF/SCR,CCY,currency,Foreign Exchange
NADUSD=X,NAD/USD,CCY,currency,Foreign Exchange
19753825.SW,PALLADIUM 999.9,EBS,currency,Foreign Exchange
KRWJPY=X,KRW/JPY,CCY,currency,Foreign Exchange
EUR-MOP.F,EUR/MOP,FRA,currency,Foreign Exchange
IDEBQ.MDD,ELECT BASELOAD Q,MDD,currency,Foreign Exchange
THBSGD=X,THB/SGD,CCY,currency,Foreign Exchange
HKDEGP=X,HKD/EGP,CCY,currency,Foreign Exchange
MYRLBP=X,MYR/LBP,CCY,currency,Foreign Exchange
MYRUYU=X,MYR/UYU,CCY,currency,Foreign Exchange
MXNQAR=X,MXN/QAR,CCY,currency,Foreign Exchange
CLPMXN=X,CLP/MXN FIXING,CCY,currency,Foreign Exchange
ILSSGD=X,ILS/SGD,CCY,currency,Foreign Exchange
JPYUAH=X,JPY/UAH,CCY,currency,Foreign Exchange
RUBLKR=X,RUB/LKR,CCY,currency,Foreign Exchange
GTQUSD=X,GTQ/USD,CCY,currency,Foreign Exchange
XCDCHF=X,XCD/CHF,CCY,currency,Foreign Exchange
BRLNOK=X,BRL/NOK,CCY,currency,Foreign Exchange
LKRMXN=X,LKR/MXN,CCY,currency,Foreign Exchange
SEKMAD=X,SEK/MAD,CCY,currency,Foreign Exchange
CHFSDG=X,CHF/SDG,CCY,currency,Foreign Exchange
EURAMD=X,EUR/AMD,CCY,currency,Foreign Exchange
EURAWG=X,EUR/AWG,CCY,currency,Foreign Exchange
JODGBP=X,JOD/GBP,CCY,currency,Foreign Exchange
EUR-TZS.F,EUR/TZS,FRA,currency,Foreign Exchange
EURLVL=X,EUR/LVL,CCY,currency,Foreign Exchange
GIP=X,USD/GIP,CCY,currency,Foreign Exchange
SGDOMR=X,SGD/OMR,CCY,currency,Foreign Exchange
ZARSCR=X,ZAR/SCR,CCY,currency,Foreign Exchange
PLNQAR=X,PLN/QAR,CCY,currency,Foreign Exchange
GELUSD=X,GEL/USD,CCY,currency,Foreign Exchange
NZDLTL=X,NZD/LTL,CCY,currency,Foreign Exchange
CADPAB=X,CAD/PAB,CCY,currency,Foreign Exchange
EURVUV=X,EUR/VUV,CCY,currency,Foreign Exchange
CNHTHB=X,CNH/THB,CCY,currency,Foreign Exchange
MYRZAR=X,MYR/ZAR,CCY,currency,Foreign Exchange
CNYXDR=X,CNY/XDR,CCY,currency,Foreign Exchange
EURMZN=X,EUR/MZN,CCY,currency,Foreign Exchange
MXNRUB=X,MXN/RUB,CCY,currency,Foreign Exchange
OMRSEK=X,OMR/SEK,CCY,currency,Foreign Exchange
XAF=X,USD/XAF,CCY,currency,Foreign Exchange
RONTHB=X,RON/THB,CCY,currency,Foreign Exchange
LVLHUF=X,LVL/HUF,CCY,currency,Foreign Exchange
AUDMYR=X,AUD/MYR,CCY,currency,Foreign Exchange
SEKKWD=X,SEK/KWD,CCY,currency,Foreign Exchange
VUVGBP=X,VUV/GBP,CCY,currency,Foreign Exchange
JPYHTG=X,JPY/HTG,CCY,currency,Foreign Exchange
MADKES=X,MAD/KES,CCY,currency,Foreign Exchange
LKRHUF=X,LKR/HUF,CCY,currency,Foreign Exchange
BZDCHF=X,BZD/CHF,CCY,currency,Foreign Exchange
TRYKES=X,TRY/KES,CCY,currency,Foreign Exchange
JODKRW=X,JOD/KRW,CCY,currency,Foreign Exchange
MXNCAD=X,MXN/CAD,CCY,currency,Foreign Exchange
ISKSAR=X,ISK/SAR,CCY,currency,Foreign Exchange
BGN=X,USD/BGN,CCY,currency,Foreign Exchange
ILSNZD=X,ILS/NZD,CCY,currency,Foreign Exchange
USD=X,USD/USD,CCY,currency,Foreign Exchange
CADGTQ=X,CAD/GTQ,CCY,currency,Foreign Exchange
GBPBSD=X,GBP/BSD,CCY,currency,Foreign Exchange
FJDEUR=X,FJD/EUR,CCY,currency,Foreign Exchange
CNHTWD=X,CNH/TWD,CCY,currency,Foreign Exchange
CHFXCD=X,CHF/XCD,CCY,currency,Foreign Exchange
JPYMAD=X,JPY/MAD,CCY,currency,Foreign Exchange
SZLUSD=X,SZL/USD,CCY,currency,Foreign Exchange
KYDCHF=X,KYD/CHF,CCY,currency,Foreign Exchange
CNYIDR=X,CNY/IDR,CCY,currency,Foreign Exchange
UYUCLP=X,UYU/CLP FIXING,CCY,currency,Foreign Exchange
SZL=X,USD/SZL,CCY,currency,Foreign Exchange
EURRWF=X,EUR/RWF,CCY,currency,Foreign Exchange
MYRKWD=X,MYR/KWD,CCY,currency,Foreign Exchange
THBTND=X,THB/TND,CCY,currency,Foreign Exchange
JPYAED=X,JPY/AED,CCY,currency,Foreign Exchange
EUR-PLN.F,EUR/PLN,FRA,currency,Foreign Exchange
ZMWDKK=X,ZMW/DKK,CCY,currency,Foreign Exchange
DZDGBP=X,DZD/GBP,CCY,currency,Foreign Exchange
MXNMUR=X,MXN/MUR,CCY,currency,Foreign Exchange
EURBRL=X,EUR/BRL,CCY,currency,Foreign Exchange
CADTTD=X,CAD/TTD,CCY,currency,Foreign Exchange
MYRILS=X,MYR/ILS,CCY,currency,Foreign Exchange
TWDEUR=X,TWD/EUR,CCY,currency,Foreign Exchange
MADRUB=X,MAD/RUB,CCY,currency,Foreign Exchange
JPYSHP=X,JPY/SHP,CCY,currency,Foreign Exchange
PGKGBP=X,PGK/GBP,CCY,currency,Foreign Exchange
EURETB=X,EUR/ETB,CCY,currency,Foreign Exchange
NOKCHF=X,NOK/CHF,CCY,currency,Foreign Exchange
CHFUSD=X,CHF/USD,CCY,currency,Foreign Exchange
PENGBP=X,PEN/GBP,CCY,currency,Foreign Exchange
ILSHUF=X,ILS/HUF,CCY,currency,Foreign Exchange
OMRHKD=X,OMR/HKD,CCY,currency,Foreign Exchange
EUR-FJD.F,EUR/FJD,FRA,currency,Foreign Exchange
TNDMUR=X,TND/MUR,CCY,currency,Foreign Exchange
KHR=X,USD/KHR,CCY,currency,Foreign Exchange
EUR-ZMK.F,EUR/ZMK,FRA,currency,Foreign Exchange
GBPJOD=X,GBP/JOD,CCY,currency,Foreign Exchange
INRMAD=X,INR/MAD,CCY,currency,Foreign Exchange
CHFEUR=X,CHF/EUR,CCY,currency,Foreign Exchange
CADVEF=X,CAD/VEF,CCY,currency,Foreign Exchange
TNDIDR=X,TND/IDR,CCY,currency,Foreign Exchange
MURPHP=X,MUR/PHP,CCY,currency,Foreign Exchange
SEKNZD=X,SEK/NZD,CCY,currency,Foreign Exchange
VUVCLP=X,VUV/CLP,CCY,currency,Foreign Exchange
BZDUSD=X,BZD/USD,CCY,currency,Foreign Exchange
MADMUR=X,MAD/MUR,CCY,currency,Foreign Exchange
MYRPKR=X,MYR/PKR,CCY,currency,Foreign Exchange
TTDGBP=X,TTD/GBP,CCY,currency,Foreign Exchange
SRDEUR=X,SRD/EUR,CCY,currency,Foreign Exchange
AEDMAD=X,AED/MAD,CCY,currency,Foreign Exchange
CHFCUP=X,CHF/CUP,CCY,currency,Foreign Exchange
CHFETB=X,CHF/ETB,CCY,currency,Foreign Exchange
BDT=X,USD/BDT,CCY,currency,Foreign Exchange
PKRDKK=X,PKR/DKK,CCY,currency,Foreign Exchange
HNLUSD=X,HNL/USD,CCY,currency,Foreign Exchange
DKKAED=X,DKK/AED,CCY,currency,Foreign Exchange
THBAUD=X,THB/AUD,CCY,currency,Foreign Exchange
PHP=X,USD/PHP,CCY,currency,Foreign Exchange
SARPLN=X,SAR/PLN,CCY,currency,Foreign Exchange
PLNJPY=X,PLN/JPY,CCY,currency,Foreign Exchange
19751807.SW,GOLD 999.9/1000    ,EBS,currency,Foreign Exchange
OMRIDR=X,OMR/IDR,CCY,currency,Foreign Exchange
NOKMUR=X,NOK/MUR,CCY,currency,Foreign Exchange
NOKOMR=X,NOK/OMR,CCY,currency,Foreign Exchange
JPYGMD=X,JPY/GMD,CCY,currency,Foreign Exchange
PLNGBP=X,PLN/GBP,CCY,currency,Foreign Exchange
ARSCLP=X,ARS/CLP FIXING,CCY,currency,Foreign Exchange
ZMK=X,USD/ZMK,CCY,currency,Foreign Exchange
OCEF.EX,EUR/CHF,EUX,currency,Foreign Exchange
HF42.EX,STURM FL 40BN 12,EUX,currency,Foreign Exchange
PLNLVL=X,PLN/LVL FIXING,CCY,currency,Foreign Exchange
JPYMOP=X,JPY/MOP,CCY,currency,Foreign Exchange
HUFJPY=X,HUF/JPY,CCY,currency,Foreign Exchange
GBPBOB=X,GBP/BOB,CCY,currency,Foreign Exchange
KWDPLN=X,KWD/PLN,CCY,currency,Foreign Exchange
RUBMXN=X,RUB/MXN,CCY,currency,Foreign Exchange
AEDKWD=X,AED/KWD,CCY,currency,Foreign Exchange
BMDDKK=X,BMD/DKK,CCY,currency,Foreign Exchange
EURCRC=X,EUR/CRC,CCY,currency,Foreign Exchange
DKKRON=X,DKK/RON,CCY,currency,Foreign Exchange
MADLTL=X,MAD/LTL,CCY,currency,Foreign Exchange
JODCAD=X,JOD/CAD,CCY,currency,Foreign Exchange
CADAUD=X,CAD/AUD,CCY,currency,Foreign Exchange
GMDEUR=X,GMD/EUR,CCY,currency,Foreign Exchange
GHS=X,USD/GHS,CCY,currency,Foreign Exchange
GBPARS=X,GBP/ARS,CCY,currency,Foreign Exchange
JODEUR=X,JOD/EUR,CCY,currency,Foreign Exchange
QARKRW=X,QAR/KRW,CCY,currency,Foreign Exchange
GMDUSD=X,GMD/USD,CCY,currency,Foreign Exchange
CHFSVC=X,CHF/SVC,CCY,currency,Foreign Exchange
SVC=X,USD/SVC,CCY,currency,Foreign Exchange
EUR-BHD.F,EUR/BHD,FRA,currency,Foreign Exchange
SGDGBP=X,SGD/GBP,CCY,currency,Foreign Exchange
BBD=X,USD/BBD,CCY,currency,Foreign Exchange
GBPRON=X,GBP/RON,CCY,currency,Foreign Exchange
EUR-ILS.F,EUR/ILS,FRA,currency,Foreign Exchange
QARNOK=X,QAR/NOK,CCY,currency,Foreign Exchange
TRYKWD=X,TRY/KWD,CCY,currency,Foreign Exchange
HUFIDR=X,HUF/IDR,CCY,currency,Foreign Exchange
HRKRUB=X,HRK/RUB,CCY,currency,Foreign Exchange
EURPGK=X,EUR/PGK,CCY,currency,Foreign Exchange
GMD=X,USD/GMD,CCY,currency,Foreign Exchange
ISKEUR=X,ISK/EUR,CCY,currency,Foreign Exchange
PKRGBP=X,PKR/GBP,CCY,currency,Foreign Exchange
AEDRUB=X,AED/RUB,CCY,currency,Foreign Exchange
VUVNGN=X,VUV/NGN,CCY,currency,Foreign Exchange
GBPXAF=X,GBP/XAF,CCY,currency,Foreign Exchange
SGDMXN=X,SGD/MXN,CCY,currency,Foreign Exchange
CNHHKD=X,CNH/HKD,CCY,currency,Foreign Exchange
TWDILS=X,TWD/ILS,CCY,currency,Foreign Exchange
MXNZAR=X,MXN/ZAR,CCY,currency,Foreign Exchange
EURVEF=X,EUR/VEF,CCY,currency,Foreign Exchange
CHFSTD=X,CHF/STD,CCY,currency,Foreign Exchange
EUR-ETB.F,EUR/ETB,FRA,currency,Foreign Exchange
KYDEUR=X,KYD/EUR,CCY,currency,Foreign Exchange
MADAUD=X,MAD/AUD,CCY,currency,Foreign Exchange
NIO=X,USD/NIO,CCY,currency,Foreign Exchange
EURJOD=X,EUR/JOD,CCY,currency,Foreign Exchange
EGPCAD=X,EGP/CAD,CCY,currency,Foreign Exchange
ISKUSD=X,ISK/USD,CCY,currency,Foreign Exchange
GBPHKD=X,GBP/HKD,CCY,currency,Foreign Exchange
PGKEUR=X,PGK/EUR,CCY,currency,Foreign Exchange
AEDLKR=X,AED/LKR,CCY,currency,Foreign Exchange
THBCNY=X,THB/CNY,CCY,currency,Foreign Exchange
BRLMYR=X,BRL/MYR,CCY,currency,Foreign Exchange
JPYWST=X,JPY/WST,CCY,currency,Foreign Exchange
LTLKRW=X,LTL/KRW,CCY,currency,Foreign Exchange
MURIDR=X,MUR/IDR,CCY,currency,Foreign Exchange
HKD=X,USD/HKD,CCY,currency,Foreign Exchange
PENCHF=X,PEN/CHF,CCY,currency,Foreign Exchange
ARSPYG=X,ARS/PYG,CCY,currency,Foreign Exchange
AEDNOK=X,AED/NOK,CCY,currency,Foreign Exchange
DKKNOK=X,DKK/NOK,CCY,currency,Foreign Exchange
CADMMK=X,CAD/MMK,CCY,currency,Foreign Exchange
ZARHRK=X,ZAR/HRK,CCY,currency,Foreign Exchange
GBPSEK=X,GBP/SEK,CCY,currency,Foreign Exchange
SGDNOK=X,SGD/NOK,CCY,currency,Foreign Exchange
19752593.SW,GOLD 999.9/1000    ,EBS,currency,Foreign Exchange
HRKRON=X,HRK/RON,CCY,currency,Foreign Exchange
CADKYD=X,CAD/KYD,CCY,currency,Foreign Exchange
CLPVEF=X,CLP/VEF FIXING,CCY,currency,Foreign Exchange
HUFISK=X,HUF/ISK,CCY,currency,Foreign Exchange
NZDSEK=X,NZD/SEK,CCY,currency,Foreign Exchange
JPYBBD=X,JPY/BBD,CCY,currency,Foreign Exchange
JPYXDR=X,JPY/XDR,CCY,currency,Foreign Exchange
MYRCNY=X,MYR/CNY,CCY,currency,Foreign Exchange
PLNVUV=X,PLN/VUV,CCY,currency,Foreign Exchange
SEKCNH=X,SEK/CNH,CCY,currency,Foreign Exchange
EURILS=X,EUR/ILS,CCY,currency,Foreign Exchange
CZKLTL=X,CZK/LTL,CCY,currency,Foreign Exchange
CHFLBP=X,CHF/LBP,CCY,currency,Foreign Exchange
EURPLN=X,EUR/PLN,CCY,currency,Foreign Exchange
JPYCZK=X,JPY/CZK,CCY,currency,Foreign Exchange
XDRLTL=X,XDR/LTL,CCY,currency,Foreign Exchange
TWDCNH=X,TWD/CNH,CCY,currency,Foreign Exchange
BNDIDR=X,BND/IDR,CCY,currency,Foreign Exchange
EOYN.F,EUR/JPY FIXING,FRA,currency,Foreign Exchange
JPYKYD=X,JPY/KYD,CCY,currency,Foreign Exchange
ZARHKD=X,ZAR/HKD,CCY,currency,Foreign Exchange
DKKCLP=X,DKK/CLP FIXING,CCY,currency,Foreign Exchange
RONRUB=X,RON/RUB,CCY,currency,Foreign Exchange
PLNIDR=X,PLN/IDR,CCY,currency,Foreign Exchange
CZKILS=X,CZK/ILS,CCY,currency,Foreign Exchange
GBPIRR=X,GBP/IRR,CCY,currency,Foreign Exchange
GBPMDL=X,GBP/MDL,CCY,currency,Foreign Exchange
MXVUSD=X,MXV/USD,CCY,currency,Foreign Exchange
INRMUR=X,INR/MUR,CCY,currency,Foreign Exchange
JPYBMD=X,JPY/BMD,CCY,currency,Foreign Exchange
SEKCAD=X,SEK/CAD,CCY,currency,Foreign Exchange
NOKXDR=X,NOK/XDR,CCY,currency,Foreign Exchange
EOCD.F,EUR/CAD FIXING,FRA,currency,Foreign Exchange
19754106.SW,GOLD 999.9/1000    ,EBS,currency,Foreign Exchange
JODHKD=X,JOD/HKD,CCY,currency,Foreign Exchange
HUFTHB=X,HUF/THB,CCY,currency,Foreign Exchange
EUR-BDT.F,EUR/BDT,FRA,currency,Foreign Exchange
PLNAED=X,PLN/AED,CCY,currency,Foreign Exchange
RUBJPY=X,RUB/JPY,CCY,currency,Foreign Exchange
AUDXPF=X,AUD/XPF,CCY,currency,Foreign Exchange
MURTRY=X,MUR/TRY,CCY,currency,Foreign Exchange
ILSLTL=X,ILS/LTL,CCY,currency,Foreign Exchange
OMRPHP=X,OMR/PHP,CCY,currency,Foreign Exchange
XCDEUR=X,XCD/EUR,CCY,currency,Foreign Exchange
EURMVR=X,EUR/MVR,CCY,currency,Foreign Exchange
MKD=X,USD/MKD,CCY,currency,Foreign Exchange
SEKSGD=X,SEK/SGD,CCY,currency,Foreign Exchange
SGDDKK=X,SGD/DKK,CCY,currency,Foreign Exchange
MADCHF=X,MAD/CHF,CCY,currency,Foreign Exchange
AUDZAR=X,AUD/ZAR,CCY,currency,Foreign Exchange
DKKTWD=X,DKK/TWD,CCY,currency,Foreign Exchange
BAMCHF=X,BAM/CHF,CCY,currency,Foreign Exchange
BHDJPY=X,BHD/JPY,CCY,currency,Foreign Exchange
AUDRSD=X,AUD/RSD,CCY,currency,Foreign Exchange
SGDNZD=X,SGD/NZD,CCY,currency,Foreign Exchange
TRYSEK=X,TRY/SEK,CCY,currency,Foreign Exchange
DKKINR=X,DKK/INR,CCY,currency,Foreign Exchange
JPYPLN=X,JPY/PLN,CCY,currency,Foreign Exchange
EUR-AZN.F,EUR/AZN,FRA,currency,Foreign Exchange
CZKJPY=X,CZK/JPY,CCY,currency,Foreign Exchange
JPYSAR=X,JPY/SAR,CCY,currency,Foreign Exchange
EURMGA=X,EUR/MGA,CCY,currency,Foreign Exchange
INRHKD=X,INR/HKD,CCY,currency,Foreign Exchange
CHFEGP=X,CHF/EGP,CCY,currency,Foreign Exchange
GBPTJS=X,GBP/TJS,CCY,currency,Foreign Exchange
CHFNPR=X,CHF/NPR,CCY,currency,Foreign Exchange
LKRQAR=X,LKR/QAR,CCY,currency,Foreign Exchange
FJDDKK=X,FJD/DKK,CCY,currency,Foreign Exchange
EURFKP=X,EUR/FKP,CCY,currency,Foreign Exchange
CADCVE=X,CAD/CVE,CCY,currency,Foreign Exchange
BMDEUR=X,BMD/EUR,CCY,currency,Foreign Exchange
EURCNH=X,EUR/CNH,CCY,currency,Foreign Exchange
MXNCOP=X,MXN/COP,CCY,currency,Foreign Exchange
PENCOP=X,PEN/COP,CCY,currency,Foreign Exchange
EGPPLN=X,EGP/PLN,CCY,currency,Foreign Exchange
QARINR=X,QAR/INR,CCY,currency,Foreign Exchange
EURPAB=X,EUR/PAB,CCY,currency,Foreign Exchange
PLNPHP=X,PLN/PHP,CCY,currency,Foreign Exchange
DKKHKD=X,DKK/HKD,CCY,currency,Foreign Exchange
JPYBSD=X,JPY/BSD,CCY,currency,Foreign Exchange
UYUBRL=X,UYU/BRL FIXING,CCY,currency,Foreign Exchange
EGPMUR=X,EGP/MUR,CCY,currency,Foreign Exchange
UAHUSD=X,UAH/USD,CCY,currency,Foreign Exchange
THBGBP=X,THB/GBP,CCY,currency,Foreign Exchange
AEDEGP=X,AED/EGP,CCY,currency,Foreign Exchange
RONAED=X,RON/AED,CCY,currency,Foreign Exchange
AEDPLN=X,AED/PLN,CCY,currency,Foreign Exchange
DKKIDR=X,DKK/IDR,CCY,currency,Foreign Exchange
CADXDR=X,CAD/XDR,CCY,currency,Foreign Exchange
EUR-GYD.F,EUR/GYD,FRA,currency,Foreign Exchange
KWDTWD=X,KWD/TWD,CCY,currency,Foreign Exchange
KWDCZK=X,KWD/CZK,CCY,currency,Foreign Exchange
CHFIQD=X,CHF/IQD,CCY,currency,Foreign Exchange
EURMYR=X,EUR/MYR,CCY,currency,Foreign Exchange
KRWKES=X,KRW/KES,CCY,currency,Foreign Exchange
BRLMXN=X,BRL/MXN,CCY,currency,Foreign Exchange
HUFMAD=X,HUF/MAD,CCY,currency,Foreign Exchange
GBPSDG=X,GBP/SDG,CCY,currency,Foreign Exchange
RUBBRL=X,RUB/BRL,CCY,currency,Foreign Exchange
SGDBHD=X,SGD/BHD,CCY,currency,Foreign Exchange
BAM=X,USD/BAM,CCY,currency,Foreign Exchange
OMRTRY=X,OMR/TRY,CCY,currency,Foreign Exchange
HKDJOD=X,HKD/JOD,CCY,currency,Foreign Exchange
TRYCAD=X,TRY/CAD,CCY,currency,Foreign Exchange
JODKWD=X,JOD/KWD,CCY,currency,Foreign Exchange
JPYMMK=X,JPY/MMK,CCY,currency,Foreign Exchange
OMRISK=X,OMR/ISK,CCY,currency,Foreign Exchange
LVLPHP=X,LVL/PHP,CCY,currency,Foreign Exchange
GBPGEL=X,GBP/GEL,CCY,currency,Foreign Exchange
ZARJPY=X,ZAR/JPY,CCY,currency,Foreign Exchange
JPYGNF=X,JPY/GNF,CCY,currency,Foreign Exchange
NOKSAR=X,NOK/SAR,CCY,currency,Foreign Exchange
QARJOD=X,QAR/JOD,CCY,currency,Foreign Exchange
ISKDKK=X,ISK/DKK,CCY,currency,Foreign Exchange
SGDLKR=X,SGD/LKR,CCY,currency,Foreign Exchange
TRYMAD=X,TRY/MAD,CCY,currency,Foreign Exchange
AUDGTQ=X,AUD/GTQ,CCY,currency,Foreign Exchange
EUR-LTL.F,EUR/LTL,FRA,currency,Foreign Exchange
NOKAUD=X,NOK/AUD,CCY,currency,Foreign Exchange
EUR-WST.F,EUR/WST,FRA,currency,Foreign Exchange
