symbol,name,exchange,type,category
CHFRUB=X,CHF/RUB,CCY,currency,Foreign Exchange
LVLEUR=X,LVL/EUR,CCY,currency,Foreign Exchange
INRUSD=X,INR/USD,CCY,currency,Foreign Exchange
ZARTWD=X,ZAR/TWD,CCY,currency,Foreign Exchange
HKDPLN=X,HKD/PLN,CCY,currency,Foreign Exchange
THBCAD=X,THB/CAD,CCY,currency,Foreign Exchange
GBPBDT=X,GBP/BDT,CCY,currency,Foreign Exchange
GBPDOP=X,GBP/DOP,CCY,currency,Foreign Exchange
TRYKRW=X,TRY/KRW,CCY,currency,Foreign Exchange
CHFPGK=X,CHF/PGK,CCY,currency,Foreign Exchange
EUR-SLL.F,EUR/SLL,FRA,currency,Foreign Exchange
EURJPYFIX=X,EUR/JPY FIXING,CCY,currency,Foreign Exchange
EURNIO=X,EUR/NIO,CCY,currency,Foreign Exchange
MVRUSD=X,MVR/USD,CCY,currency,Foreign Exchange
CADLKR=X,CAD/LKR,CCY,currency,Foreign Exchange
GBPDKK=X,GBP/DKK,CCY,currency,Foreign Exchange
19664658.SW,SILVER COINS 1 UZ,EBS,currency,Foreign Exchange
JPYLYD=X,JPY/LYD,CCY,currency,Foreign Exchange
TNDKWD=X,TND/KWD,CCY,currency,Foreign Exchange
PHPPKR=X,PHP/PKR,CCY,currency,Foreign Exchange
CADERN=X,CAD/ERN,CCY,currency,Foreign Exchange
EURALL=X,EUR/ALL,CCY,currency,Foreign Exchange
WSTUSD=X,WST/USD,CCY,currency,Foreign Exchange
VUVUYU=X,VUV/UYU,CCY,currency,Foreign Exchange
HUFKES=X,HUF/KES,CCY,currency,Foreign Exchange
RONBRL=X,RON/BRL,CCY,currency,Foreign Exchange
CNYTRY=X,CNY/TRY,CCY,currency,Foreign Exchange
ZARLKR=X,ZAR/LKR,CCY,currency,Foreign Exchange
CLFEUR=X,CLF/EUR,CCY,currency,Foreign Exchange
GBPXCD=X,GBP/XCD,CCY,currency,Foreign Exchange
ANGCHF=X,ANG/CHF,CCY,currency,Foreign Exchange
CNYGBP=X,CNY/GBP,CCY,currency,Foreign Exchange
CDF=X,USD/CDF,CCY,currency,Foreign Exchange
INRJOD=X,INR/JOD,CCY,currency,Foreign Exchange
AWGUSD=X,AWG/USD,CCY,currency,Foreign Exchange
HF50.EX,STURM FL 50BN 10,EUX,currency,Foreign Exchange
EURXAF=X,EUR/XAF,CCY,currency,Foreign Exchange
19752592.SW,GOLD 999.9/1000    ,EBS,currency,Foreign Exchange
CZKMYR=X,CZK/MYR,CCY,currency,Foreign Exchange
CZKKES=X,CZK/KES,CCY,currency,Foreign Exchange
CADMDL=X,CAD/MDL,CCY,currency,Foreign Exchange
SARRUB=X,SAR/RUB,CCY,currency,Foreign Exchange
EURXOF=X,EUR/XOF,CCY,currency,Foreign Exchange
KESJOD=X,KES/JOD,CCY,currency,Foreign Exchange
MXNSGD=X,MXN/SGD,CCY,currency,Foreign Exchange
CHFLKR=X,CHF/LKR,CCY,currency,Foreign Exchange
CHFHNL=X,CHF/HNL,CCY,currency,Foreign Exchange
GBPUYU=X,GBP/UYU,CCY,currency,Foreign Exchange
LVLKES=X,LVL/KES,CCY,currency,Foreign Exchange
GBPUSD=X,GBP/USD,CCY,currency,Foreign Exchange
KWDTHB=X,KWD/THB,CCY,currency,Foreign Exchange
GTQEUR=X,GTQ/EUR,CCY,currency,Foreign Exchange
ZARCHF=X,ZAR/CHF,CCY,currency,Foreign Exchange
TND=X,USD/TND,CCY,currency,Foreign Exchange
TWDMXN=X,TWD/MXN,CCY,currency,Foreign Exchange
CNYKRW=X,CNY/KRW,CCY,currency,Foreign Exchange
GBPCHF=X,GBP/CHF,CCY,currency,Foreign Exchange
HUFINR=X,HUF/INR,CCY,currency,Foreign Exchange
SGDKES=X,SGD/KES,CCY,currency,Foreign Exchange
PENBOB=X,PEN/BOB,CCY,currency,Foreign Exchange
CADGEL=X,CAD/GEL,CCY,currency,Foreign Exchange
MXNUYU=X,MXN/UYU FIXING,CCY,currency,Foreign Exchange
RONCNY=X,RON/CNY,CCY,currency,Foreign Exchange
TNDJPY=X,TND/JPY,CCY,currency,Foreign Exchange
KESSGD=X,KES/SGD,CCY,currency,Foreign Exchange
TNDTWD=X,TND/TWD,CCY,currency,Foreign Exchange
HG20.EX,STURM GOLF 20BN 10,EUX,currency,Foreign Exchange
RUBAMD=X,RUB/AMD,CCY,currency,Foreign Exchange
CADDOP=X,CAD/DOP,CCY,currency,Foreign Exchange
CHFTJS=X,CHF/TJS,CCY,currency,Foreign Exchange
KESAUD=X,KES/AUD,CCY,currency,Foreign Exchange
PLNSGD=X,PLN/SGD,CCY,currency,Foreign Exchange
THBZAR=X,THB/ZAR,CCY,currency,Foreign Exchange
AUDSVC=X,AUD/SVC,CCY,currency,Foreign Exchange
STD=X,USD/STD,CCY,currency,Foreign Exchange
MYRBOB=X,MYR/BOB,CCY,currency,Foreign Exchange
ZWL=X,USD/ZWL,CCY,currency,Foreign Exchange
LSLEUR=X,LSL/EUR,CCY,currency,Foreign Exchange
AOA=X,USD/AOA,CCY,currency,Foreign Exchange
TRYCNY=X,TRY/CNY,CCY,currency,Foreign Exchange
LRDUSD=X,LRD/USD,CCY,currency,Foreign Exchange
LKRILS=X,LKR/ILS,CCY,currency,Foreign Exchange
EUR-CDF.F,EUR/CDF,FRA,currency,Foreign Exchange
RONCHF=X,RON/CHF,CCY,currency,Foreign Exchange
CHFSLL=X,CHF/SLL,CCY,currency,Foreign Exchange
NZDGBP=X,NZD/GBP,CCY,currency,Foreign Exchange
CHFTRY=X,CHF/TRY,CCY,currency,Foreign Exchange
THBIDR=X,THB/IDR,CCY,currency,Foreign Exchange
TJSUSD=X,TJS/USD,CCY,currency,Foreign Exchange
HG12.EX,STURM GOLF 10BN 12,EUX,currency,Foreign Exchange
KWDJOD=X,KWD/JOD,CCY,currency,Foreign Exchange
SGDTRY=X,SGD/TRY,CCY,currency,Foreign Exchange
IDEPM.MDD,ELECTR. PEAKLOAD M,MDD,currency,Foreign Exchange
BBDUSD=X,BBD/USD,CCY,currency,Foreign Exchange
JODMAD=X,JOD/MAD,CCY,currency,Foreign Exchange
SEKMYR=X,SEK/MYR,CCY,currency,Foreign Exchange
CHFWST=X,CHF/WST,CCY,currency,Foreign Exchange
HUFTWD=X,HUF/TWD,CCY,currency,Foreign Exchange
ILSTHB=X,ILS/THB,CCY,currency,Foreign Exchange
HU30.EX,STURM USA 30BN 10,EUX,currency,Foreign Exchange
AEDAUD=X,AED/AUD,CCY,currency,Foreign Exchange
PENDKK=X,PEN/DKK,CCY,currency,Foreign Exchange
INRCAD=X,INR/CAD,CCY,currency,Foreign Exchange
19753424.SW,SILBER 999/1000,EBS,currency,Foreign Exchange
CHFQAR=X,CHF/QAR,CCY,currency,Foreign Exchange
SVCGBP=X,SVC/GBP,CCY,currency,Foreign Exchange
LTLMAD=X,LTL/MAD,CCY,currency,Foreign Exchange
ZARANG=X,ZAR/ANG,CCY,currency,Foreign Exchange
RONJPY=X,RON/JPY,CCY,currency,Foreign Exchange
PKRCHF=X,PKR/CHF,CCY,currency,Foreign Exchange
EUR-PHP.F,EUR/PHP,FRA,currency,Foreign Exchange
CZKCHF=X,CZK/CHF,CCY,currency,Foreign Exchange
BWPCHF=X,BWP/CHF,CCY,currency,Foreign Exchange
ARSAUD=X,ARS/AUD,CCY,currency,Foreign Exchange
CHFRSD=X,CHF/RSD,CCY,currency,Foreign Exchange
ARSMXN=X,ARS/MXN,CCY,currency,Foreign Exchange
CHFNOK=X,CHF/NOK,CCY,currency,Foreign Exchange
SGDTHB=X,SGD/THB,CCY,currency,Foreign Exchange
ANG=X,USD/ANG,CCY,currency,Foreign Exchange
NZDTND=X,NZD/TND,CCY,currency,Foreign Exchange
QARCAD=X,QAR/CAD,CCY,currency,Foreign Exchange
OCUF.EX,USD/CHF,EUX,currency,Foreign Exchange
JODNZD=X,JOD/NZD,CCY,currency,Foreign Exchange
AED=X,USD/AED,CCY,currency,Foreign Exchange
RUBIDR=X,RUB/IDR,CCY,currency,Foreign Exchange
AEDHKD=X,AED/HKD,CCY,currency,Foreign Exchange
ILSLVL=X,ILS/LVL FIXING,CCY,currency,Foreign Exchange
CADKRW=X,CAD/KRW,CCY,currency,Foreign Exchange
SARPKR=X,SAR/PKR,CCY,currency,Foreign Exchange
MURZAR=X,MUR/ZAR,CCY,currency,Foreign Exchange
EURTTD=X,EUR/TTD,CCY,currency,Foreign Exchange
AUDCNH=X,AUD/CNH,CCY,currency,Foreign Exchange
SEKZAR=X,SEK/ZAR,CCY,currency,Foreign Exchange
EURMUR=X,EUR/MUR,CCY,currency,Foreign Exchange
DKKHUF=X,DKK/HUF,CCY,currency,Foreign Exchange
YER=X,USD/YER,CCY,currency,Foreign Exchange
ILSDKK=X,ILS/DKK,CCY,currency,Foreign Exchange
CZKMXN=X,CZK/MXN,CCY,currency,Foreign Exchange
CADBTN=X,CAD/BTN,CCY,currency,Foreign Exchange
THBISK=X,THB/ISK,CCY,currency,Foreign Exchange
ILSTWD=X,ILS/TWD,CCY,currency,Foreign Exchange
CADXAF=X,CAD/XAF,CCY,currency,Foreign Exchange
CHFBOB=X,CHF/BOB,CCY,currency,Foreign Exchange
ETB=X,USD/ETB,CCY,currency,Foreign Exchange
EGPCNY=X,EGP/CNY,CCY,currency,Foreign Exchange
RSDUSD=X,RSD/USD,CCY,currency,Foreign Exchange
SEKQAR=X,SEK/QAR,CCY,currency,Foreign Exchange
HRKAED=X,HRK/AED,CCY,currency,Foreign Exchange
EGPILS=X,EGP/ILS,CCY,currency,Foreign Exchange
SGDNGN=X,SGD/NGN,CCY,currency,Foreign Exchange
GBPMXN=X,GBP/MXN,CCY,currency,Foreign Exchange
CZKQAR=X,CZK/QAR,CCY,currency,Foreign Exchange
LKRSGD=X,LKR/SGD,CCY,currency,Foreign Exchange
ARSHKD=X,ARS/HKD,CCY,currency,Foreign Exchange
LTLPLN=X,LTL/PLN FIXING,CCY,currency,Foreign Exchange
BOBUSD=X,BOB/USD,CCY,currency,Foreign Exchange
KZTDKK=X,KZT/DKK,CCY,currency,Foreign Exchange
EURHRK=X,EUR/HRK,CCY,currency,Foreign Exchange
GBPLRD=X,GBP/LRD,CCY,currency,Foreign Exchange
LVLLTL=X,LVL/LTL,CCY,currency,Foreign Exchange
EURHTG=X,EUR/HTG,CCY,currency,Foreign Exchange
ISKCNY=X,ISK/CNY,CCY,currency,Foreign Exchange
CZKCAD=X,CZK/CAD,CCY,currency,Foreign Exchange
GBPMZN=X,GBP/MZN,CCY,currency,Foreign Exchange
GBPBGN=X,GBP/BGN,CCY,currency,Foreign Exchange
TWDNZD=X,TWD/NZD,CCY,currency,Foreign Exchange
CHFBHD=X,CHF/BHD,CCY,currency,Foreign Exchange
MXNTHB=X,MXN/THB,CCY,currency,Foreign Exchange
NZDCAD=X,NZD/CAD,CCY,currency,Foreign Exchange
AUDTWD=X,AUD/TWD,CCY,currency,Foreign Exchange
HNLEUR=X,HNL/EUR,CCY,currency,Foreign Exchange
ARSEUR=X,ARS/EUR,CCY,currency,Foreign Exchange
LBP=X,USD/LBP,CCY,currency,Foreign Exchange
ALL=X,USD/ALL,CCY,currency,Foreign Exchange
CHFSOS=X,CHF/SOS,CCY,currency,Foreign Exchange
EURNGN=X,EUR/NGN,CCY,currency,Foreign Exchange
LKRKES=X,LKR/KES,CCY,currency,Foreign Exchange
GBPLSL=X,GBP/LSL,CCY,currency,Foreign Exchange
LTLGBP=X,LTL/GBP,CCY,currency,Foreign Exchange
TNDEUR=X,TND/EUR,CCY,currency,Foreign Exchange
LTLLKR=X,LTL/LKR,CCY,currency,Foreign Exchange
HF30.EX,STURM FL 30BN 10,EUX,currency,Foreign Exchange
TRYZAR=X,TRY/ZAR,CCY,currency,Foreign Exchange
CHFMAD=X,CHF/MAD,CCY,currency,Foreign Exchange
EGPSEK=X,EGP/SEK,CCY,currency,Foreign Exchange
MYRSAR=X,MYR/SAR,CCY,currency,Foreign Exchange
BSDDKK=X,BSD/DKK,CCY,currency,Foreign Exchange
INR=X,USD/INR,CCY,currency,Foreign Exchange
OMRCNY=X,OMR/CNY,CCY,currency,Foreign Exchange
19752528.SW,GOLD 999.9/1000    ,EBS,currency,Foreign Exchange
ZARAED=X,ZAR/AED,CCY,currency,Foreign Exchange
HKDRUB=X,HKD/RUB,CCY,currency,Foreign Exchange
CZKHUF=X,CZK/HUF,CCY,currency,Foreign Exchange
EUR-ISK.F,EUR/ISK,FRA,currency,Foreign Exchange
MYRBHD=X,MYR/BHD,CCY,currency,Foreign Exchange
HKDLVL=X,HKD/LVL FIXING,CCY,currency,Foreign Exchange
THBEGP=X,THB/EGP,CCY,currency,Foreign Exchange
SEKLVL=X,SEK/LVL FIXING,CCY,currency,Foreign Exchange
SGDAED=X,SGD/AED,CCY,currency,Foreign Exchange
LVLTRY=X,LVL/TRY,CCY,currency,Foreign Exchange
EURKWD=X,EUR/KWD,CCY,currency,Foreign Exchange
HUFKRW=X,HUF/KRW,CCY,currency,Foreign Exchange
SEKTHB=X,SEK/THB,CCY,currency,Foreign Exchange
EUR-GEL.F,EUR/GEL,FRA,currency,Foreign Exchange
SRDCHF=X,SRD/CHF,CCY,currency,Foreign Exchange
EUR-UAH.F,EUR/UAH,FRA,currency,Foreign Exchange
EURMRO=X,EUR/MRO,CCY,currency,Foreign Exchange
KESPLN=X,KES/PLN,CCY,currency,Foreign Exchange
NOKDKK=X,NOK/DKK,CCY,currency,Foreign Exchange
DKKMXN=X,DKK/MXN,CCY,currency,Foreign Exchange
VUVMAD=X,VUV/MAD,CCY,currency,Foreign Exchange
CZKRON=X,CZK/RON,CCY,currency,Foreign Exchange
PHPIDR=X,PHP/IDR,CCY,currency,Foreign Exchange
THBKRW=X,THB/KRW,CCY,currency,Foreign Exchange
MXNLKR=X,MXN/LKR,CCY,currency,Foreign Exchange
MADTWD=X,MAD/TWD,CCY,currency,Foreign Exchange
SARCAD=X,SAR/CAD,CCY,currency,Foreign Exchange
LVLHKD=X,LVL/HKD,CCY,currency,Foreign Exchange
CADHKD=X,CAD/HKD,CCY,currency,Foreign Exchange
MXNVEF=X,MXN/VEF FIXING,CCY,currency,Foreign Exchange
NOKPHP=X,NOK/PHP,CCY,currency,Foreign Exchange
CHFBND=X,CHF/BND,CCY,currency,Foreign Exchange
CHFJOD=X,CHF/JOD,CCY,currency,Foreign Exchange
DZDMAD=X,DZD/MAD,CCY,currency,Foreign Exchange
XOFDKK=X,XOF/DKK,CCY,currency,Foreign Exchange
AEDEUR=X,AED/EUR,CCY,currency,Foreign Exchange
NOKEGP=X,NOK/EGP,CCY,currency,Foreign Exchange
EURLAK=X,EUR/LAK,CCY,currency,Foreign Exchange
KWDHUF=X,KWD/HUF,CCY,currency,Foreign Exchange
TRYEGP=X,TRY/EGP,CCY,currency,Foreign Exchange
EGPAUD=X,EGP/AUD,CCY,currency,Foreign Exchange
OMRCHF=X,OMR/CHF,CCY,currency,Foreign Exchange
BRLUYU=X,BRL/UYU,CCY,currency,Foreign Exchange
SZLCHF=X,SZL/CHF,CCY,currency,Foreign Exchange
BOBARS=X,BOB/ARS,CCY,currency,Foreign Exchange
GBPANG=X,GBP/ANG,CCY,currency,Foreign Exchange
ZARCNY=X,ZAR/CNY,CCY,currency,Foreign Exchange
LVLUSD=X,LVL/USD,CCY,currency,Foreign Exchange
EGPHUF=X,EGP/HUF,CCY,currency,Foreign Exchange
SGDTND=X,SGD/TND,CCY,currency,Foreign Exchange
ILSCHF=X,ILS/CHF,CCY,currency,Foreign Exchange
SARLTL=X,SAR/LTL,CCY,currency,Foreign Exchange
DZD=X,USD/DZD,CCY,currency,Foreign Exchange
TWDSAR=X,TWD/SAR,CCY,currency,Foreign Exchange
HKDMYR=X,HKD/MYR,CCY,currency,Foreign Exchange
GBPSTD=X,GBP/STD,CCY,currency,Foreign Exchange
ILSLKR=X,ILS/LKR,CCY,currency,Foreign Exchange
THBBRL=X,THB/BRL,CCY,currency,Foreign Exchange
NZDPKR=X,NZD/PKR,CCY,currency,Foreign Exchange
EURUGX=X,EUR/UGX,CCY,currency,Foreign Exchange
GBPNIO=X,GBP/NIO,CCY,currency,Foreign Exchange
OMRNOK=X,OMR/NOK,CCY,currency,Foreign Exchange
THBVEF=X,THB/VEF,CCY,currency,Foreign Exchange
CNYTWD=X,CNY/TWD,CCY,currency,Foreign Exchange
MADEGP=X,MAD/EGP,CCY,currency,Foreign Exchange
HUFRUB=X,HUF/RUB,CCY,currency,Foreign Exchange
GBPKRW=X,GBP/KRW,CCY,currency,Foreign Exchange
LYDCHF=X,LYD/CHF,CCY,currency,Foreign Exchange
CADCHF=X,CAD/CHF,CCY,currency,Foreign Exchange
JPYCUP=X,JPY/CUP,CCY,currency,Foreign Exchange
ZARHUF=X,ZAR/HUF,CCY,currency,Foreign Exchange
IDRLKR=X,IDR/LKR,CCY,currency,Foreign Exchange
EURCVE=X,EUR/CVE,CCY,currency,Foreign Exchange
GBPFKP=X,GBP/FKP,CCY,currency,Foreign Exchange
NPRXDR=X,NPR/XDR,CCY,currency,Foreign Exchange
MADKRW=X,MAD/KRW,CCY,currency,Foreign Exchange
EUR-PEN.F,EUR/PEN,FRA,currency,Foreign Exchange
INROMR=X,INR/OMR,CCY,currency,Foreign Exchange
SGDCNY=X,SGD/CNY,CCY,currency,Foreign Exchange
TNDEGP=X,TND/EGP,CCY,currency,Foreign Exchange
19753566.SW,SILBER 999/1000,EBS,currency,Foreign Exchange
GBPWST=X,GBP/WST,CCY,currency,Foreign Exchange
EURKES=X,EUR/KES,CCY,currency,Foreign Exchange
OMRZAR=X,OMR/ZAR,CCY,currency,Foreign Exchange
HKDCHF=X,HKD/CHF,CCY,currency,Foreign Exchange
CADPGK=X,CAD/PGK,CCY,currency,Foreign Exchange
CHFRON=X,CHF/RON,CCY,currency,Foreign Exchange
NOKKES=X,NOK/KES,CCY,currency,Foreign Exchange
ZARSZL=X,ZAR/SZL,CCY,currency,Foreign Exchange
SARMXN=X,SAR/MXN,CCY,currency,Foreign Exchange
SEKPKR=X,SEK/PKR,CCY,currency,Foreign Exchange
JPYNGN=X,JPY/NGN,CCY,currency,Foreign Exchange
IDRKES=X,IDR/KES,CCY,currency,Foreign Exchange
TNDMXN=X,TND/MXN,CCY,currency,Foreign Exchange
ARSKRW=X,ARS/KRW,CCY,currency,Foreign Exchange
INRQAR=X,INR/QAR,CCY,currency,Foreign Exchange
EUR-QAR.F,EUR/QAR,FRA,currency,Foreign Exchange
NOKKRW=X,NOK/KRW,CCY,currency,Foreign Exchange
JPYTHB=X,JPY/THB,CCY,currency,Foreign Exchange
SEKISK=X,SEK/ISK,CCY,currency,Foreign Exchange
LKRTND=X,LKR/TND,CCY,currency,Foreign Exchange
QARSAR=X,QAR/SAR,CCY,currency,Foreign Exchange
AZNUSD=X,AZN/USD,CCY,currency,Foreign Exchange
PLNMAD=X,PLN/MAD,CCY,currency,Foreign Exchange
CHFTOP=X,CHF/TOP,CCY,currency,Foreign Exchange
HU50.EX,STURM USA 50BN 10,EUX,currency,Foreign Exchange
LVLINR=X,LVL/INR,CCY,currency,Foreign Exchange
MURLTL=X,MUR/LTL,CCY,currency,Foreign Exchange
UYUUSD=X,UYU/USD,CCY,currency,Foreign Exchange
NAD=X,USD/NAD,CCY,currency,Foreign Exchange
CNHINR=X,CNH/INR,CCY,currency,Foreign Exchange
AZNEUR=X,AZN / EUR ,CCY,currency,Foreign Exchange
JPYMXN=X,JPY/MXN,CCY,currency,Foreign Exchange
MOPEUR=X,MOP/EUR,CCY,currency,Foreign Exchange
HKDPKR=X,HKD/PKR,CCY,currency,Foreign Exchange
VEFBOB=X,VEF/BOB,CCY,currency,Foreign Exchange
IQD=X,USD/IQD,CCY,currency,Foreign Exchange
EUR-IDR.F,EUR/IDR,FRA,currency,Foreign Exchange
MXNTND=X,MXN/TND,CCY,currency,Foreign Exchange
CADIDR=X,CAD/IDR,CCY,currency,Foreign Exchange
ISKKES=X,ISK/KES,CCY,currency,Foreign Exchange
HRKCNY=X,HRK/CNY,CCY,currency,Foreign Exchange
ANGGBP=X,ANG/GBP,CCY,currency,Foreign Exchange
CHFAWG=X,CHF/AWG,CCY,currency,Foreign Exchange
GBPZMK=X,GBP/ZMK,CCY,currency,Foreign Exchange
JPYRSD=X,JPY/RSD,CCY,currency,Foreign Exchange
GBPLTL=X,GBP/LTL,CCY,currency,Foreign Exchange
KESHUF=X,KES/HUF,CCY,currency,Foreign Exchange
LTLLVL=X,LTL/LVL FIXING,CCY,currency,Foreign Exchange
GBPMUR=X,GBP/MUR,CCY,currency,Foreign Exchange
EGPDKK=X,EGP/DKK,CCY,currency,Foreign Exchange
EUR-AUD.F,EUR/AUD,FRA,currency,Foreign Exchange
RUBMYR=X,RUB/MYR,CCY,currency,Foreign Exchange
ISKHKD=X,ISK/HKD,CCY,currency,Foreign Exchange
EURDOP=X,EUR/DOP,CCY,currency,Foreign Exchange
KESILS=X,KES/ILS,CCY,currency,Foreign Exchange
SGDMAD=X,SGD/MAD,CCY,currency,Foreign Exchange
GBPQAR=X,GBP/QAR,CCY,currency,Foreign Exchange
PENUSD=X,PEN/USD,CCY,currency,Foreign Exchange
BRLSEK=X,BRL/SEK,CCY,currency,Foreign Exchange
EURDKK=X,EUR/DKK,CCY,currency,Foreign Exchange
JPYPYG=X,JPY/PYG,CCY,currency,Foreign Exchange
AUDUSD=X,AUD/USD,CCY,currency,Foreign Exchange
THBINR=X,THB/INR,CCY,currency,Foreign Exchange
XAFDKK=X,XAF/DKK,CCY,currency,Foreign Exchange
FSC1.EX,ITR CR SI NA REC FU,EUX,currency,Foreign Exchange
UAH=X,USD/UAH,CCY,currency,Foreign Exchange
JPYITL=X,JPY/ITL,CCY,currency,Foreign Exchange
GBPJPY=X,GBP/JPY,CCY,currency,Foreign Exchange
INRCNY=X,INR/CNY,CCY,currency,Foreign Exchange
DKKSAR=X,DKK/SAR,CCY,currency,Foreign Exchange
SARHUF=X,SAR/HUF,CCY,currency,Foreign Exchange
EUR-INR.F,EUR/INR,FRA,currency,Foreign Exchange
XCP=X,COPPER HIGHGRADE,CCY,currency,Foreign Exchange
LKRJOD=X,LKR/JOD,CCY,currency,Foreign Exchange
SVCUSD=X,SVC/USD,CCY,currency,Foreign Exchange
MADZAR=X,MAD/ZAR,CCY,currency,Foreign Exchange
MVRGBP=X,MVR/GBP,CCY,currency,Foreign Exchange
AUDBRL=X,AUD/BRL,CCY,currency,Foreign Exchange
FJDCAD=X,FJD/CAD,CCY,currency,Foreign Exchange
PKRNOK=X,PKR/NOK,CCY,currency,Foreign Exchange
SARUSD=X,SAR/USD,CCY,currency,Foreign Exchange
GBPBBD=X,GBP/BBD,CCY,currency,Foreign Exchange
IEP=X,USD/IEP,CCY,currency,Foreign Exchange
EURPKR=X,EUR/PKR,CCY,currency,Foreign Exchange
EURBTN=X,EUR/BTN,CCY,currency,Foreign Exchange
BGNLVL=X,BGN/LVL FIXING,CCY,currency,Foreign Exchange
TWDKES=X,TWD/KES,CCY,currency,Foreign Exchange
SGDSEK=X,SGD/SEK,CCY,currency,Foreign Exchange
MYRKRW=X,MYR/KRW,CCY,currency,Foreign Exchange
SEKXDR=X,SEK/XDR,CCY,currency,Foreign Exchange
DKKKRW=X,DKK/KRW,CCY,currency,Foreign Exchange
TMTUSD=X,TMT/USD,CCY,currency,Foreign Exchange
JODOMR=X,JOD/OMR,CCY,currency,Foreign Exchange
HKDCNY=X,HKD/CNY,CCY,currency,Foreign Exchange
HKDVEF=X,HKD/VEF,CCY,currency,Foreign Exchange
ZARPHP=X,ZAR/PHP,CCY,currency,Foreign Exchange
EUR-MZN.F,EUR/MZN,FRA,currency,Foreign Exchange
AEDCAD=X,AED/CAD,CCY,currency,Foreign Exchange
KRWCZK=X,KRW/CZK FIXING,CCY,currency,Foreign Exchange
ILSSEK=X,ILS/SEK,CCY,currency,Foreign Exchange
PLNNGN=X,PLN/NGN,CCY,currency,Foreign Exchange
JPYAUD=X,JPY/AUD,CCY,currency,Foreign Exchange
SEKLKR=X,SEK/LKR,CCY,currency,Foreign Exchange
CHFVEF=X,CHF/VEF,CCY,currency,Foreign Exchange
SEKKPW=X,SEK/KPW,CCY,currency,Foreign Exchange
CADNIO=X,CAD/NIO,CCY,currency,Foreign Exchange
CLFUSD=X,CLF/USD,CCY,currency,Foreign Exchange
KWDSAR=X,KWD/SAR,CCY,currency,Foreign Exchange
RUBNZD=X,RUB/NZD,CCY,currency,Foreign Exchange
INRTRY=X,INR/TRY,CCY,currency,Foreign Exchange
MXNPHP=X,MXN/PHP,CCY,currency,Foreign Exchange
TRYCHF=X,TRY/CHF,CCY,currency,Foreign Exchange
ZARBWP=X,ZAR/BWP,CCY,currency,Foreign Exchange
JPYSRD=X,JPY/SRD,CCY,currency,Foreign Exchange
CADMVR=X,CAD/MVR,CCY,currency,Foreign Exchange
AUDPHP=X,AUD/PHP,CCY,currency,Foreign Exchange
UAHCZK=X,UAH/CZK FIXING,CCY,currency,Foreign Exchange
CZKUAH=X,CZK/UAH,CCY,currency,Foreign Exchange
JPYAZN=X,JPY/AZN,CCY,currency,Foreign Exchange
QARJPY=X,QAR/JPY,CCY,currency,Foreign Exchange
PLNUSD=X,PLN/USD,CCY,currency,Foreign Exchange
EGP=X,USD/EGP,CCY,currency,Foreign Exchange
EUR-GNF.F,EUR/GNF,FRA,currency,Foreign Exchange
HKDMUR=X,HKD/MUR,CCY,currency,Foreign Exchange
BNDXDR=X,BND/XDR,CCY,currency,Foreign Exchange
EUR-BWP.F,EUR/BWP,FRA,currency,Foreign Exchange
CHFHTG=X,CHF/HTG,CCY,currency,Foreign Exchange
BGNEUR=X,BGN/EUR,CCY,currency,Foreign Exchange
EURGEL=X,EUR/GEL,CCY,currency,Foreign Exchange
JODEGP=X,JOD/EGP,CCY,currency,Foreign Exchange
HUFHKD=X,HUF/HKD,CCY,currency,Foreign Exchange
3017024.EX,ITR CR SI NA REC FU,EUX,currency,Foreign Exchange
CADINR=X,CAD/INR,CCY,currency,Foreign Exchange
MADUSD=X,MAD/USD,CCY,currency,Foreign Exchange
QAREUR=X,QAR/EUR,CCY,currency,Foreign Exchange
RONUSD=X,RON/USD,CCY,currency,Foreign Exchange
QARMUR=X,QAR/MUR,CCY,currency,Foreign Exchange
CADOMR=X,CAD/OMR,CCY,currency,Foreign Exchange
BRLCOP=X,BRL/COP,CCY,currency,Foreign Exchange
AWGGBP=X,AWG/GBP,CCY,currency,Foreign Exchange
ANGSRD=X,ANG/SRD,CCY,currency,Foreign Exchange
MXNKRW=X,MXN/KRW,CCY,currency,Foreign Exchange
CZKCOP=X,CZK/COP,CCY,currency,Foreign Exchange
CHOE.SW,HOEH.VORTAG,EBS,currency,Foreign Exchange
ALLUSD=X,ALL/USD,CCY,currency,Foreign Exchange
AUDVEF=X,AUD/VEF,CCY,currency,Foreign Exchange
PLNTRY=X,PLN/TRY,CCY,currency,Foreign Exchange
EURRSD=X,EUR/RSD,CCY,currency,Foreign Exchange
19753421.SW,SILBER 999/1000,EBS,currency,Foreign Exchange
KRWZAR=X,KRW/ZAR,CCY,currency,Foreign Exchange
JPYSEK=X,JPY/SEK,CCY,currency,Foreign Exchange
CZKLBP=X,CZK/LBP,CCY,currency,Foreign Exchange
LKRNOK=X,LKR/NOK,CCY,currency,Foreign Exchange
LKR=X,USD/LKR,CCY,currency,Foreign Exchange
CLF=X,USD/CLF,CCY,currency,Foreign Exchange
HUFCZK=X,HUF/CZK FIXING,CCY,currency,Foreign Exchange
GBPBMD=X,GBP/BMD,CCY,currency,Foreign Exchange
CVEDKK=X,CVE/DKK,CCY,currency,Foreign Exchange
